561155.9739	331678.1466	238065.9542	306648.8025	283921.5495	302284.8393	466657.7904	410844.1689	459536.8145	244539.7677	205560.3356	195944.8733	246640.0851	305423.7146	106753.117	195575.9959	108812.082	203175.4493	240588.6315	143535.592	233678.0224	424108.518	135252.7211	216024.0753	106781.3326	191632.325	149456.3703	100500.9975	176217.8208	111826.6026	149808.8954	203927.5868	407037.8389	266570.3934	214470.7921	196548.0336	136360.8532	207032.4106	68834.21915	151933.9573	90307.98433	280249.3255	168031.3091
331678.1466	1426548.141	537267.0159	689265.6603	599995.1043	636678.246	1040338.902	895707.604	912200.4899	621221.8959	426828.6167	443669.1452	558058.6887	805524.4852	294778.2797	408333.9191	233150.974	432757.0239	551154.8583	347147.6883	526566.5065	788594.064	363039.0546	527281.806	241862.744	505010.0507	296643.6085	246674.6296	378557.7014	252856.3188	350456.6487	468794.8724	868857.4289	584277.3942	494046.416	412805.6616	260269.1905	520906.2624	154637.8113	339238.8641	215774.416	640710.094	337558.5208
238065.9542	537267.0159	1028732.986	497194.0043	489539.8955	433860.2364	766827.7169	652641.1496	804702.8096	375613.7596	333772.5395	328250.2935	429718.0975	499648.0372	205017.386	271556.0905	177243.695	323442.4114	414805.7835	272633.9377	402543.8675	624810.4379	244670.0454	368450.9108	189908.6492	374665.5552	236596.2241	173606.1253	250403.4742	206515.6032	258731.3819	376302.3826	677763.2373	414294.5085	320203.341	323611.0725	232834.2469	375901.0688	133839.5775	305218.1674	144554.8967	518996.901	285170.5297
306648.8025	689265.6603	497194.0043	1226089.635	570039.0491	521317.772	1043335.628	894667.3074	1024401.504	612343.8013	401854.8185	441409.3502	553472.3721	786220.6103	282708.1417	366615.3759	250534.9231	466812.9319	581445.2151	351889.7654	522345.5233	612663.8575	355361.8128	486132.1742	258608.3622	487670.6149	327253.0063	227833.779	339003.3364	267512.0853	313201.3967	491441.0533	852326.6279	596401.8909	476538.819	412250.1042	266871.4633	518171.4905	167906.6869	365004.5577	224305.6003	686151.5956	310163.661
283921.5495	599995.1043	489539.8955	570039.0491	1183562.627	578365.7648	864703.4076	793534.7606	848725.9963	534603.1224	380224.1356	426156.2733	475919.6679	635667.1846	273715.5318	324126.0369	175910.7597	391762.7974	466760.7288	284674.8885	462271.11	624552.4387	301381.119	442483.161	198280.6935	406213.1601	267492.226	211125.2667	318848.3631	217224.761	292245.8353	401258.1599	760920.194	455623.1372	419805.2011	363129.8263	250252.5739	424328.3799	147780.0159	290180.1453	180244.3025	551743.0355	306901.1984
302284.8393	636678.246	433860.2364	521317.772	578365.7648	1895502.994	830992.6796	787860.0147	892229.0163	570724.8223	425234.4055	424907.4705	467187.4701	675241.3028	260292.4034	341950.3824	162599.0657	392133.9409	484699.6851	300301.6652	403800.5947	905366.8105	313210.663	423220.1562	208169.7333	423892.1302	271033.6955	191453.0799	284780.9926	215384.1207	340265.5094	402936.7518	756189.4454	500380.0371	415625.1716	369121.8811	262696.2391	404720.6886	134724.5789	334536.3876	174333.6024	569787.7655	274373.9707
466657.7904	1040338.902	766827.7169	1043335.628	864703.4076	830992.6796	3866824.993	1395804.311	1489515.495	1087966.01	654412.9589	631960.44	808565.8634	953323.6365	424588.322	473676.4651	324714.7928	623599.2205	821135.0641	509354.7076	800411.6082	1407911.713	534861.284	714743.1502	371343.7327	669849.37	491626.4526	315607.259	477353.4094	358320.7249	521290.1914	657818.8467	1292280.443	859416.4274	727034.538	610967.9158	407996.9779	754734.2407	243502.3918	570357.0246	291731.6626	1013708.11	478873.7754
410844.1689	895707.604	652641.1496	894667.3074	793534.7606	787860.0147	1395804.311	2350350.554	1248702.05	799222.4553	514487.756	564315.8495	707961.3529	1111045.474	373850.7736	504962.1061	289100.7562	574389.1186	781675.4319	464270.3463	669059.9762	1237744.651	460916.6869	646414.8039	324918.788	618774.1072	423600.4299	287340.0455	438434.3976	335192.0383	447045.908	602642.9621	1082821.579	751261.9817	642786.0397	530965.0234	402092.0977	614970.1024	204515.3165	482301.7313	240444.9012	901455.5357	424423.5902
459536.8145	912200.4899	804702.8096	1024401.504	848725.9963	892229.0163	1489515.495	1248702.05	5579474.728	873313.4042	703858.419	734481.8581	727751.6362	688252.9102	392035.4675	485033.7056	291297.1704	622193.9992	910988.5837	520392.6104	818181.3121	1561804.605	499744.8232	652074.1137	333436.5244	699097.9632	481238.9904	354387.1527	513523.1207	379136.6166	503316.9635	673594.2898	1380712.539	908350.8978	632544.4101	653527.8429	267806.7463	772600.5093	244680.8565	509224.3867	316906.9129	914952.7666	548835.0682
244539.7677	621221.8959	375613.7596	612343.8013	534603.1224	570724.8223	1087966.01	799222.4553	873313.4042	2196235.761	388686.8755	366297.3101	482663.0312	598252.6172	210783.9923	338381.0189	228916.1687	420380.3605	544938.7985	273123.2981	486419.5319	701135.0123	298309.1127	439759.282	183075.3977	385443.7576	282242.2661	209991.0155	351494.8334	210724.0922	266228.0682	353260.1749	701243.2997	520104.074	393818.9371	308953.0047	255044.7268	421453.0921	113805.0442	341404.5446	175924.0651	636806.5025	271067.5088
